diameter,weight,hexcode,fruit
10.2,178.6,#9D4818,orange
9.34,165.94,#9F5102,orange
8.05,146.4,#934C02,orange
12.24,209.08,#A94418,grapefruit
10.03,176.42,#B25A0D,orange
8.77,157.05,#945B03,orange
6.09,117.21,#A15D0C,orange
11.3,195.17,#9F5223,grapefruit
11.44,197.29,#924D11,grapefruit
11.13,192.27,#95560A,grapefruit
7.12,133.09,#993F07,orange
8.42,151.83,#914A02,orange
13.27,224.92,#AC4C07,grapefruit
12.24,209.19,#9E531D,grapefruit
10.94,189.19,#9C5A12,grapefruit
13.15,223.03,#892E0D,grapefruit
10.81,187.14,#994B0E,grapefruit
9.28,165.11,#9A5904,orange
9.0,160.64,#975B03,orange
12.85,218.59,#903E0D,grapefruit
9.41,167.05,#9A4202,orange
11.34,193.51,#9B4E10,orange
8.57,153.76,#8F5C0F,orange
5.49,109.49,#B15002,orange
12.11,207.18,#814B14,grapefruit
12.91,219.48,#9A460E,grapefruit
9.47,168.16,#925909,orange
13.85,234.62,#834017,grapefruit
11.29,194.92,#99560C,grapefruit
12.08,206.73,#A2450D,grapefruit
10.92,188.86,#994919,grapefruit
8.86,158.42,#933F02,orange
10.05,176.59,#904708,orange
10.88,188.22,#904A0A,grapefruit
11.17,192.88,#733E0B,grapefruit
11.36,196.26,#933F11,grapefruit
7.43,136.81,#984D02,orange
7.97,145.14,#A24608,orange
10.76,186.04,#974B07,grapefruit
8.14,147.74,#B24F02,orange
9.43,164.67,#894414,grapefruit
9.17,160.17,#924602,grapefruit
8.97,160.29,#8F4C02,orange
13.27,224.93,#AC4206,grapefruit
9.97,175.71,#A76302,orange
9.85,172.21,#8B4B1E,grapefruit
8.39,151.26,#944D07,orange
8.28,149.56,#974902,orange
4.73,101.33,#945802,orange
10.12,177.38,#BD6702,orange
10.84,187.69,#972F1F,grapefruit
12.64,215.49,#A34707,grapefruit
9.16,163.25,#97600D,orange
12.39,211.07,#A9501F,grapefruit
8.25,149.29,#A44702,orange
7.21,134.17,#B45709,orange
11.74,202.0,#A34D19,grapefruit
10.73,185.3,#954107,grapefruit
9.06,157.26,#90430A,grapefruit
11.56,199.23,#954521,grapefruit
7.99,145.48,#9E5206,orange
6.58,124.28,#9A3E02,orange
10.36,180.66,#9F6406,orange
10.56,182.57,#954E17,grapefruit
8.38,151.01,#A65405,orange
10.03,174.85,#983B02,grapefruit
9.0,160.72,#975C03,orange
10.11,175.86,#A24906,grapefruit
10.49,181.68,#865E05,grapefruit
8.07,146.68,#A0690D,orange
10.39,180.08,#A72E11,grapefruit
9.89,174.51,#A85E02,orange
11.82,203.06,#98561A,grapefruit
7.71,140.96,#A15502,orange
9.04,161.32,#AD4B0D,orange
8.15,147.94,#925409,orange
11.7,201.44,#97461A,grapefruit
8.9,159.1,#903E02,orange
12.05,206.39,#844218,grapefruit
8.46,152.5,#9E4702,orange
11.12,192.13,#8B4102,grapefruit
7.77,141.72,#955802,orange
9.09,158.28,#924F02,grapefruit
10.35,180.5,#A2590A,orange
12.03,206.08,#A13A2D,grapefruit
8.06,146.45,#A84502,orange
11.83,203.33,#9F3910,grapefruit
10.92,188.93,#914E0B,grapefruit
12.3,209.94,#8C4403,grapefruit
12.36,210.74,#8D3A0C,grapefruit
13.41,227.49,#94430B,grapefruit
10.83,187.55,#944312,grapefruit
11.11,190.78,#A54602,orange
9.64,170.76,#9B5E02,orange
12.96,220.31,#A84A12,grapefruit
13.17,223.49,#A24F0D,grapefruit
8.45,152.29,#A05002,orange
11.27,194.66,#A13E0D,grapefruit
7.71,140.94,#A6550D,orange
9.86,172.27,#8B3D02,grapefruit
7.52,138.34,#B16302,orange
10.89,188.43,#923A07,grapefruit
12.27,209.5,#984109,grapefruit
7.65,140.12,#9E5B03,orange
9.63,168.01,#9D4402,grapefruit
9.43,167.31,#9C5304,orange
11.25,194.54,#84471A,grapefruit
9.82,171.66,#954116,grapefruit
7.6,139.49,#9D5E02,orange
7.62,139.73,#965B06,orange
8.41,151.66,#A65715,orange
11.09,191.73,#954411,grapefruit
10.34,179.26,#90590A,grapefruit
12.9,219.27,#974018,grapefruit
8.88,158.74,#B04402,orange
11.38,194.66,#B45E02,orange
11.29,195.03,#934E09,grapefruit
10.02,174.55,#92450E,grapefruit
10.54,182.42,#94351E,grapefruit
9.16,163.18,#9A5002,orange
13.76,233.14,#914103,grapefruit
7.36,136.01,#8E420B,orange
9.63,170.58,#8E4C07,orange
11.6,199.62,#9B4516,grapefruit
10.67,184.58,#AA4B0C,orange
12.12,207.37,#97420C,grapefruit
8.42,151.78,#A75E02,orange
13.65,231.16,#973B1E,grapefruit
10.44,180.94,#934610,grapefruit
7.71,140.86,#A65B02,orange
8.19,148.32,#A36302,orange
10.97,188.73,#995402,orange
5.71,113.01,#9C5B02,orange
12.02,205.93,#8F3E0D,grapefruit
9.39,166.78,#A44A0F,orange
9.01,160.84,#B55816,orange
9.31,165.6,#955604,orange
7.64,139.96,#92500A,orange
9.08,161.94,#8E480F,orange
12.14,207.5,#89550A,grapefruit
10.69,184.85,#9C340C,grapefruit
10.94,189.27,#AD3B0F,grapefruit
10.32,180.12,#9E4C02,orange
9.71,172.06,#7F5B17,orange
8.77,156.93,#A94C02,orange
8.92,159.53,#904802,orange
8.52,153.29,#A15102,orange
13.09,222.19,#934326,grapefruit
9.74,172.34,#A25B0B,orange
11.32,195.62,#8C4E02,grapefruit
12.22,208.7,#8A4E1B,grapefruit
10.72,185.18,#90520A,grapefruit
11.83,203.21,#93471E,grapefruit
10.19,178.53,#9C5713,orange
8.42,151.77,#A3590F,orange
9.03,156.87,#994E18,grapefruit
9.63,168.17,#9A5005,grapefruit
7.49,138.05,#8E4309,orange
15.41,254.67,#944407,grapefruit
10.34,180.3,#A15F02,orange
11.69,201.18,#9A4B14,grapefruit
7.43,136.95,#904C11,orange
12.56,214.02,#A83613,grapefruit
12.75,216.97,#A82D14,grapefruit
9.45,167.62,#9C5602,orange
12.26,209.37,#A03F16,grapefruit
10.04,174.9,#9D4006,grapefruit
11.81,202.98,#9D4A19,grapefruit
8.93,159.85,#8B5202,orange
7.29,135.2,#9A5502,orange
11.4,196.72,#9E4502,grapefruit
8.75,156.72,#A66206,orange
8.68,155.45,#A05D1A,orange
12.59,214.53,#A65002,grapefruit
8.95,160.15,#984E02,orange
9.87,172.5,#9B4118,grapefruit
11.05,190.98,#A04D1C,grapefruit
9.43,167.35,#A74B07,orange
8.77,157.05,#AC4302,orange
11.43,197.13,#9D560A,grapefruit
8.91,159.46,#A44A04,orange
10.27,179.34,#A65602,orange
11.49,198.02,#953611,grapefruit
12.94,219.86,#A04F08,grapefruit
8.51,153.11,#AC5502,orange
13.09,222.06,#864002,grapefruit
7.69,140.71,#995102,orange
6.06,117.14,#9B5812,orange
9.39,166.53,#963E02,orange
12.56,214.0,#943F0E,grapefruit
6.97,131.04,#975106,orange
5.99,116.27,#A6510B,orange
12.34,210.55,#A9310F,grapefruit
9.92,173.06,#9D4D0C,grapefruit
7.73,141.1,#A64B04,orange
10.74,185.57,#7D460C,grapefruit
7.83,142.83,#8C5402,orange
10.15,177.81,#975605,orange
11.45,197.5,#974814,grapefruit
12.83,218.17,#944910,grapefruit
9.33,163.13,#9B4B10,grapefruit
10.19,177.24,#954E07,grapefruit
8.6,154.27,#AD4D02,orange
13.45,227.86,#9A4C09,grapefruit
10.3,178.77,#8C440B,grapefruit
10.5,182.49,#AD4B07,orange
10.61,183.41,#8D4302,grapefruit
11.31,195.23,#9F550D,grapefruit
9.63,170.6,#8C4C02,orange
6.21,119.52,#8E440D,orange
11.28,194.85,#954515,grapefruit
10.77,186.32,#9E4813,grapefruit
10.38,179.92,#924A0A,grapefruit
8.91,159.3,#A46302,orange
6.23,120.03,#A24B02,orange
13.21,224.16,#813607,grapefruit
10.75,185.67,#914518,grapefruit
6.74,126.94,#9E5102,orange
11.09,191.74,#984B10,grapefruit
11.21,193.67,#993A08,grapefruit
12.62,215.21,#A24E0D,grapefruit
13.32,225.81,#995804,grapefruit
8.0,145.59,#965B1A,orange
10.54,182.44,#97430E,grapefruit
5.32,106.94,#915202,orange
9.23,164.12,#964402,orange
11.23,194.07,#9C5911,grapefruit
11.77,202.53,#904F0D,grapefruit
9.64,168.41,#8C470C,grapefruit
11.92,204.55,#8D580E,grapefruit
8.76,152.22,#8F450D,grapefruit
8.92,159.63,#A44909,orange
11.71,201.45,#9F3912,grapefruit
11.48,197.84,#8F3E13,grapefruit
11.92,204.67,#A65621,grapefruit
9.71,171.88,#A25212,orange
11.72,201.7,#834602,grapefruit
7.67,140.45,#A73A02,orange
7.53,138.58,#9A4E05,orange
11.47,197.78,#9A4117,grapefruit
11.92,204.66,#9D390A,grapefruit
10.44,181.92,#A05906,orange
7.97,145.19,#9C7112,orange
10.54,182.37,#914802,grapefruit
9.1,162.29,#AF4F06,orange
6.8,127.58,#9D4A02,orange
10.42,180.43,#95460D,grapefruit
12.24,209.13,#9A4904,grapefruit
9.05,161.51,#985607,orange
7.72,141.03,#AB5202,orange
8.9,159.15,#904D06,orange
10.6,183.14,#A1520E,grapefruit
11.87,203.82,#975019,grapefruit
8.94,160.01,#AE5102,orange
9.4,166.97,#905802,orange
11.6,199.71,#8E5514,grapefruit
8.85,158.3,#995702,orange
6.82,127.75,#A34305,orange
8.79,157.31,#A36102,orange
8.03,146.01,#91570D,orange
9.1,162.37,#9A5603,orange
8.56,153.58,#9C5605,orange
9.76,172.55,#A44702,orange
6.82,127.94,#A45808,orange
8.05,146.31,#985102,orange
12.14,207.47,#7F410F,grapefruit
9.43,164.71,#A5470F,grapefruit
10.06,176.71,#A05704,orange
10.63,183.67,#9A4402,grapefruit
13.29,225.08,#924A24,grapefruit
11.86,203.64,#96520E,grapefruit
7.96,144.92,#9A5802,orange
8.35,150.52,#9D4C10,orange
9.52,168.76,#9E5B0D,orange
10.76,185.82,#8F5606,grapefruit
10.3,179.64,#965202,orange
8.87,158.65,#A64A08,orange
9.17,163.33,#B0590A,orange
7.39,136.33,#91530D,orange
10.26,178.28,#8E4905,grapefruit
8.22,148.85,#994F12,orange
8.78,157.13,#A24F0B,orange
6.11,117.5,#A84A02,orange
8.74,156.52,#A35C03,orange
9.09,162.13,#A15515,orange
11.45,197.51,#934B1C,grapefruit
11.79,202.83,#A14F0B,grapefruit
9.05,157.2,#9D320B,grapefruit
12.78,217.52,#923E17,grapefruit
11.44,197.31,#A45A19,grapefruit
9.06,161.68,#935806,orange
10.54,182.4,#9D4202,grapefruit
9.54,169.16,#AC5A02,orange
11.89,204.12,#A24316,grapefruit
7.79,142.09,#A0640C,orange
9.76,170.62,#873E10,grapefruit
11.51,198.31,#AF5107,grapefruit
11.2,193.31,#903F02,grapefruit
9.51,168.65,#AB4612,orange
12.11,207.26,#984211,grapefruit
8.59,153.98,#9E6505,orange
7.0,131.55,#9B4D02,orange
10.8,186.7,#924505,grapefruit
13.94,236.22,#954E12,grapefruit
7.78,142.02,#915810,orange
12.21,208.41,#A64513,grapefruit
7.78,142.01,#9D4F06,orange
11.58,199.32,#964D0A,grapefruit
12.7,216.23,#96490A,grapefruit
9.09,162.03,#9E5002,orange
6.2,119.45,#A65905,orange
10.16,176.65,#A8460E,grapefruit
10.8,186.72,#8D3D02,grapefruit
10.66,184.34,#99411C,grapefruit
9.68,171.38,#A55E02,orange
11.73,201.9,#A83E1B,grapefruit
11.02,190.52,#934D10,grapefruit
7.66,140.29,#994E04,orange
10.91,188.75,#885021,grapefruit
8.38,151.03,#973B02,orange
8.15,148.0,#9F5708,orange
11.25,194.41,#A0530C,grapefruit
8.03,146.05,#A2500C,orange
10.31,178.85,#944612,grapefruit
11.65,200.3,#954508,grapefruit
13.07,221.83,#85430F,grapefruit
7.63,139.92,#A85D03,orange
7.83,142.87,#9D5003,orange
11.6,199.71,#944B0E,grapefruit
11.13,192.24,#94481F,grapefruit
7.5,138.09,#A35A02,orange
10.81,186.88,#914C1B,grapefruit
10.67,184.38,#8C5220,grapefruit
13.57,230.03,#924606,grapefruit
12.1,207.04,#944E18,grapefruit
9.94,173.58,#813F0E,grapefruit
9.26,161.7,#843E1A,grapefruit
7.87,143.56,#AE5205,orange
13.39,227.23,#963802,grapefruit
11.34,195.73,#944803,grapefruit
8.01,145.7,#A34003,orange
10.07,175.31,#9B480B,grapefruit
12.2,208.35,#AA4512,grapefruit
10.82,187.15,#9C3502,grapefruit
9.72,169.99,#923C06,grapefruit
7.82,142.68,#934C02,orange
8.18,148.28,#A2550E,orange
6.69,126.22,#A54113,orange
9.08,158.0,#934A15,grapefruit
11.05,190.98,#98550E,grapefruit
10.87,188.11,#834211,grapefruit
12.31,209.96,#90520D,grapefruit
8.48,152.7,#994C02,orange
13.7,231.96,#944016,grapefruit
9.54,169.11,#9B4E0D,orange
8.33,150.1,#A35D02,orange
6.98,131.18,#AB5412,orange
12.16,207.86,#954912,grapefruit
6.49,123.08,#88600C,orange
7.03,131.98,#A05A02,orange
9.33,165.91,#845F0F,orange
11.78,202.62,#935118,grapefruit
7.8,142.36,#896814,orange
6.59,124.75,#A26003,orange
12.28,209.57,#814013,grapefruit
7.68,140.6,#894F0E,orange
7.34,135.91,#A55D04,orange
12.45,212.01,#9F4802,grapefruit
11.48,197.92,#94420A,grapefruit
11.77,200.94,#8C5A06,orange
11.42,197.0,#A33D17,grapefruit
8.51,153.12,#AD6311,orange
9.64,170.77,#914F03,orange
8.74,156.52,#A2430C,orange
9.25,164.44,#885207,orange
10.97,189.63,#954C1E,grapefruit
7.95,144.81,#905607,orange
8.45,152.28,#A45102,orange
10.03,174.82,#972E08,grapefruit
10.89,188.49,#97500B,grapefruit
10.83,186.62,#9D5E05,orange
12.87,231.09,#9E5611,orange
9.99,176.06,#9F4007,orange
10.2,177.58,#A44E0B,grapefruit
9.7,169.65,#9F4710,grapefruit
11.38,196.54,#983613,grapefruit
6.43,122.35,#9F5402,orange
7.08,132.62,#916B13,orange
7.15,133.39,#9B5A07,orange
9.57,167.22,#9F5010,grapefruit
13.21,224.18,#8E4613,grapefruit
13.51,228.99,#8E490F,grapefruit
8.33,150.22,#AB5308,orange
13.99,236.84,#9B4A0B,grapefruit
10.61,183.38,#9D5202,grapefruit
11.09,191.62,#975802,grapefruit
9.53,169.0,#A04413,orange
10.82,187.19,#97500E,grapefruit
9.48,168.26,#AB4402,orange
11.27,194.71,#894F0B,grapefruit
7.72,141.03,#A24E02,orange
6.41,121.96,#A15702,orange
9.42,167.19,#9D4F05,orange
6.44,122.53,#A2500C,orange
7.87,143.74,#904E07,orange
10.79,186.55,#A73C07,grapefruit
8.8,152.82,#8A330E,grapefruit
12.66,215.73,#99430C,grapefruit
6.12,117.86,#AE5508,orange
10.29,178.7,#8C4302,grapefruit
9.74,172.29,#8C5702,orange
7.98,145.37,#A84C05,orange
9.68,171.3,#A15302,orange
8.38,150.97,#9E4808,orange
7.63,139.91,#9F5906,orange
11.75,202.26,#8A4602,grapefruit
7.35,135.95,#A24C0C,orange
7.15,133.33,#934E1A,orange
11.55,198.97,#944D12,grapefruit
11.37,196.37,#953C16,grapefruit
7.56,138.94,#A0500A,orange
12.6,214.62,#95420A,grapefruit
11.19,193.22,#924213,grapefruit
9.56,166.84,#984A0C,grapefruit
9.29,165.21,#A25602,orange
9.12,162.67,#985911,orange
13.51,228.96,#983F0A,grapefruit
9.31,165.58,#A53E02,orange
9.85,173.96,#885702,orange
11.13,192.27,#9A5022,grapefruit
10.98,189.8,#AC441C,grapefruit
7.65,140.17,#A34D0B,orange
9.65,170.88,#A56002,orange
9.77,172.74,#A14E0A,orange
11.67,200.83,#A5510F,grapefruit
11.64,200.22,#9A4821,grapefruit
11.66,200.5,#874706,grapefruit
12.59,214.54,#984C12,grapefruit
9.97,173.95,#8F4410,grapefruit
12.08,206.71,#A5401B,grapefruit
8.64,154.74,#A14B02,orange
7.51,138.23,#A34712,orange
7.26,134.68,#A45B02,orange
5.51,109.52,#A55807,orange
12.21,208.47,#954A0E,grapefruit
7.79,142.06,#B04903,orange
8.2,148.56,#A35202,orange
12.15,207.76,#914313,grapefruit
8.88,158.82,#9E580A,orange
10.19,177.28,#9B4702,grapefruit
10.09,175.58,#8F3D16,grapefruit
9.05,161.52,#93690C,orange
11.55,198.96,#9A5D0D,grapefruit
11.3,195.13,#88461B,grapefruit
8.77,157.09,#A04302,orange
6.98,131.11,#985904,orange
7.67,140.48,#99521D,orange
7.2,134.08,#9B5B02,orange
11.46,197.59,#9E3F17,grapefruit
6.67,125.9,#923C06,orange
8.99,160.49,#A54B02,orange
8.11,147.36,#966502,orange
9.78,171.08,#984D0C,grapefruit
9.64,168.34,#963E0E,grapefruit
6.44,122.36,#AB5C02,orange
11.98,205.36,#A0420F,grapefruit
8.42,151.82,#935F1A,orange
7.98,145.34,#A14C02,orange
12.69,216.01,#823C08,grapefruit
6.3,120.94,#996202,orange
9.58,169.75,#9C530E,orange
11.79,202.81,#96341C,grapefruit
11.44,197.21,#A44814,grapefruit
9.43,164.74,#99401D,grapefruit
9.94,173.5,#864511,grapefruit
10.76,185.45,#A15912,orange
9.14,162.92,#A16012,orange
6.33,121.46,#8F5509,orange
8.33,150.13,#944E02,orange
10.5,181.76,#994B17,grapefruit
6.91,130.02,#A75C02,orange
10.96,189.57,#953F03,grapefruit
12.21,208.93,#A95512,orange
10.17,178.28,#934E02,orange
10.9,188.68,#95290A,grapefruit
7.9,144.18,#B16802,orange
9.94,175.41,#A74C02,orange
10.75,185.68,#954002,grapefruit
10.81,187.14,#A35D1D,grapefruit
11.49,195.88,#8A4C12,orange
10.29,178.53,#974D0C,grapefruit
11.48,197.98,#974A0C,grapefruit
11.36,196.17,#A8500F,grapefruit
12.89,218.99,#98420E,grapefruit
9.58,169.79,#885303,orange
8.94,159.95,#9C5902,orange
10.87,188.12,#A1331B,grapefruit
9.67,169.17,#924312,grapefruit
9.57,169.64,#A46802,orange
12.39,211.13,#914803,grapefruit
7.58,139.22,#A65C03,orange
12.37,210.84,#913D05,grapefruit
8.58,153.94,#965602,orange
7.6,139.46,#965F04,orange
8.46,152.5,#A25914,orange
10.89,188.38,#944502,grapefruit
10.33,179.11,#9F5910,grapefruit
8.77,156.98,#A35203,orange
6.67,125.84,#A75F02,orange
12.75,217.0,#A14F14,grapefruit
12.71,216.51,#A75705,grapefruit
9.25,161.43,#974002,grapefruit
8.71,156.12,#9D3C02,orange
7.57,139.05,#905F02,orange
12.95,219.95,#9E5B13,grapefruit
8.47,152.67,#915302,orange
6.5,123.19,#A5480E,orange
8.47,152.63,#964F13,orange
10.71,185.05,#9A3B1A,grapefruit
8.09,147.01,#9F5004,orange
10.36,179.66,#9E440E,grapefruit
7.97,145.15,#865102,orange
10.67,184.47,#9A420E,grapefruit
8.64,154.79,#A34A16,orange
8.4,151.43,#AC4F0F,orange
14.19,240.23,#A54802,grapefruit
12.12,207.39,#8D3D18,grapefruit
8.22,148.76,#A44E16,orange
8.43,152.1,#A55606,orange
8.66,155.25,#964F0D,orange
10.08,175.53,#924B11,grapefruit
8.54,153.39,#9A4D03,orange
12.48,212.77,#954410,grapefruit
11.17,191.67,#A03A05,orange
10.54,182.41,#974218,grapefruit
8.05,146.35,#994B0B,orange
8.35,150.63,#A6490E,orange
11.53,198.74,#A24C03,grapefruit
6.5,123.15,#A15602,orange
8.6,154.2,#A05402,orange
8.95,160.09,#8D4408,orange
10.4,181.41,#973F02,orange
9.26,164.7,#9C4B0A,orange
8.09,146.88,#9B5507,orange
9.54,169.23,#9D5510,orange
9.55,166.64,#935205,grapefruit
7.45,137.32,#9B551A,orange
8.98,160.39,#944102,orange
8.3,149.82,#A45808,orange
10.12,176.04,#973D07,grapefruit
12.22,208.83,#9A3E09,grapefruit
8.9,159.21,#A34C0C,orange
7.45,137.32,#A84F0B,orange
8.6,154.34,#A34E02,orange
9.28,161.97,#8E3C24,grapefruit
12.55,213.76,#9E4619,grapefruit
12.83,218.25,#A63D02,grapefruit
10.89,188.6,#A24B18,grapefruit
11.7,201.41,#983F06,grapefruit
10.04,174.88,#B14A21,grapefruit
11.62,199.91,#9D480F,grapefruit
6.91,130.15,#985302,orange
10.51,181.87,#9C440F,grapefruit
12.68,215.85,#9A4F11,grapefruit
11.68,200.96,#B54909,grapefruit
9.09,162.12,#A65C02,orange
8.37,150.93,#AA500D,orange
12.01,205.82,#964A02,grapefruit
9.6,170.02,#954902,orange
9.48,168.18,#A24806,orange
10.33,179.08,#904102,grapefruit
10.69,184.7,#A13C02,grapefruit
10.61,183.87,#9E5416,orange
11.81,203.0,#8D4B12,grapefruit
11.36,196.18,#8E4B0E,grapefruit
11.43,197.05,#A74B0F,grapefruit
13.64,231.11,#A94B07,grapefruit
10.11,175.8,#9B3E20,grapefruit
12.46,212.11,#9C4915,grapefruit
8.9,159.06,#9E4F03,orange
10.36,180.64,#AC5203,orange
10.04,175.08,#965113,grapefruit
8.34,150.48,#964302,orange
8.86,158.43,#A45302,orange
10.69,184.75,#933709,grapefruit
8.2,148.48,#A93F02,orange
7.93,144.58,#B05F02,orange
7.42,136.77,#904E02,orange
10.67,184.49,#9F310D,grapefruit
11.07,190.33,#844E06,orange
9.82,173.56,#95580A,orange
11.85,203.51,#8A4702,grapefruit
7.78,142.0,#A15C02,orange
8.62,154.62,#A74F02,orange
13.38,227.19,#984417,grapefruit
11.84,203.42,#9B4311,grapefruit
9.62,167.9,#943D0F,grapefruit
10.35,179.36,#934506,grapefruit
13.47,228.58,#955103,grapefruit
10.17,178.34,#9B5D02,orange
11.22,193.74,#9B480F,grapefruit
9.1,162.33,#9B6514,orange
8.4,151.48,#8D5502,orange
13.73,232.28,#874E02,grapefruit
6.57,123.99,#9E4702,orange
9.8,173.32,#9B4F03,orange
9.4,166.91,#935511,orange
11.53,198.67,#985802,grapefruit
12.9,219.2,#973203,grapefruit
11.18,193.09,#A14D02,grapefruit
11.1,191.85,#8D3C1A,grapefruit
6.54,123.54,#905102,orange
12.08,206.76,#A6410E,grapefruit
12.56,213.91,#964B1F,grapefruit
8.09,147.02,#A54F02,orange
10.56,182.58,#8C4702,grapefruit
8.47,152.65,#9D5903,orange
9.3,162.24,#883313,grapefruit
11.64,200.16,#9A440F,grapefruit
7.52,138.37,#9C5202,orange
13.2,223.87,#92441D,grapefruit
11.96,205.12,#A04A0E,grapefruit
8.92,159.52,#A65B04,orange
14.14,239.75,#8D4508,grapefruit
9.24,164.4,#964D06,orange
11.23,194.14,#8E5314,grapefruit
11.9,204.23,#A05A06,grapefruit
10.83,187.42,#924502,grapefruit
7.3,135.24,#AF6604,orange
12.01,205.77,#9C4423,grapefruit
11.37,196.43,#A65410,grapefruit
12.96,220.25,#9E480C,grapefruit
13.5,228.71,#903D10,grapefruit
8.09,146.9,#9B6002,orange
11.35,196.08,#9A470F,grapefruit
11.51,198.43,#904B1B,grapefruit
8.82,157.87,#A4510C,orange
8.03,145.96,#A25C0E,orange
12.04,206.21,#964711,grapefruit
8.19,148.4,#91380F,orange
7.52,138.44,#9D5B05,orange
11.5,198.2,#893C11,grapefruit
10.68,184.58,#A7470A,grapefruit
10.65,184.31,#A15205,orange
8.27,149.5,#AD4D04,orange
11.67,200.11,#905208,orange
10.34,179.27,#935511,grapefruit
7.39,136.31,#9F3806,orange
8.72,156.2,#9E3B12,orange
11.04,189.84,#A0600F,orange
12.05,206.38,#8C3A07,grapefruit
6.78,127.41,#A24617,orange
10.18,176.92,#914D0F,grapefruit
7.81,142.56,#995C09,orange
8.69,150.69,#9A5324,grapefruit
8.31,149.83,#A13D0A,orange
7.15,133.4,#9E4504,orange
12.33,210.36,#9A3D16,grapefruit
8.09,146.97,#9F4A09,orange
9.71,172.0,#924602,orange
9.0,160.7,#9F4A08,orange
12.38,210.99,#A16502,grapefruit
7.66,140.21,#936002,orange
8.73,156.3,#8D520D,orange
11.62,199.91,#995F15,grapefruit
8.45,152.4,#A74F02,orange
11.02,190.54,#8C341A,grapefruit
13.07,221.78,#A4470F,grapefruit
10.58,182.89,#8F3D0B,grapefruit
7.29,135.02,#935203,orange
10.1,175.75,#953C0F,grapefruit
12.89,219.08,#9F4815,grapefruit
10.84,187.63,#AF3C16,grapefruit
8.15,147.83,#974A0C,orange
10.19,178.53,#A15005,orange
13.2,223.82,#9B4A0E,grapefruit
12.81,217.99,#8D4D10,grapefruit
12.53,213.46,#95540F,grapefruit
12.29,209.66,#8D500E,grapefruit
10.67,184.55,#8F5A0A,orange
11.74,202.09,#904611,grapefruit
7.61,139.5,#885C13,orange
12.44,211.81,#994506,grapefruit
8.15,147.86,#974803,orange
10.07,176.75,#AD4E0A,orange
8.12,147.48,#965802,orange
4.77,102.56,#A65606,orange
9.23,161.11,#9F4506,grapefruit
7.63,139.96,#9B5210,orange
12.02,206.0,#924916,grapefruit
9.71,171.89,#984718,orange
13.45,227.89,#9C4102,grapefruit
10.89,188.44,#7D4D0C,grapefruit
10.66,184.37,#A83F08,grapefruit
8.9,154.81,#9B3712,grapefruit
9.85,172.17,#90461A,grapefruit
11.37,196.39,#AE3C17,grapefruit
11.31,192.69,#A35B02,orange
10.81,187.06,#994D07,grapefruit
12.39,211.12,#884002,grapefruit
6.54,123.57,#B75402,orange
9.54,166.58,#9A4602,grapefruit
12.51,213.28,#915811,grapefruit
12.47,212.47,#A34E02,grapefruit
11.45,197.34,#A43D08,grapefruit
8.84,153.52,#914915,grapefruit
10.78,185.98,#955615,orange
11.16,192.66,#A74614,grapefruit
9.77,171.0,#954B16,grapefruit
9.75,170.58,#8F4E0B,grapefruit
10.9,187.94,#A26102,orange
6.33,121.43,#904702,orange
5.73,113.26,#A94202,orange
12.65,215.57,#93460A,grapefruit
11.92,204.58,#9F4209,grapefruit
11.51,198.34,#A04826,grapefruit
10.15,176.44,#9A4907,grapefruit
9.69,169.58,#9B4012,grapefruit
10.53,182.19,#9F4309,grapefruit
13.26,224.74,#8C3E1D,grapefruit
9.59,167.46,#945011,grapefruit
10.13,177.47,#9C6206,orange
13.39,227.26,#A04116,grapefruit
11.17,192.85,#984507,grapefruit
12.87,218.7,#8B3E14,grapefruit
12.78,217.45,#9D3B02,grapefruit
10.07,177.01,#945D02,orange
5.48,109.16,#924802,orange
8.37,150.84,#914809,orange
11.25,194.5,#91481E,grapefruit
9.12,162.66,#996602,orange
7.34,135.9,#A85602,orange
9.24,164.42,#B15609,orange
11.31,195.49,#9E3503,grapefruit
5.77,114.17,#965F02,orange
10.57,183.24,#AF6102,orange
13.67,231.68,#A0430E,grapefruit
12.71,216.52,#8A4D08,grapefruit
7.64,139.97,#AB5202,orange
8.71,156.12,#A25902,orange
8.91,159.31,#A44302,orange
7.25,134.56,#9C4311,orange
10.77,186.33,#8C4615,grapefruit
11.54,198.79,#934B12,grapefruit
10.33,179.02,#9D5109,grapefruit
10.58,183.32,#995002,orange
12.09,206.97,#874C0F,grapefruit
8.17,148.22,#A64C05,orange
13.23,224.46,#89571A,grapefruit
14.9,250.38,#924422,grapefruit
7.47,137.72,#9E5706,orange
8.76,156.84,#A25D02,orange
10.21,178.63,#A44602,orange
7.26,134.71,#935002,orange
9.7,171.63,#985502,orange
9.94,175.41,#8B5902,orange
12.5,213.19,#99460F,grapefruit
12.79,217.73,#A83F1B,grapefruit
10.32,178.94,#9E420A,grapefruit
